 934 	 76594  		23.71 %
 935 	 76574  		23.64 %
 936 	 76640  		23.74 %
 937 	 76606  		23.82 %
 938 	 76562  		22.98 %
 939 	 76730  		23.49 %
 940 	 76608  		23.84 %
 941 	 76518  		23.56 %
 942 	 76486  		23.49 %
 943 	 76562  		23.73 %
 944 	 76700  		23.79 %
 945 	 76754  		23.85 %
 946 	 76640  		23.73 %
 947 	 76624  		23.41 %
 948 	 76560  		23.71 %
 949 	 76492  		23.24 %
 950 	 76488  		23.53 %
 951 	 76470  		23.45 %
 952 	 76678  		13.18 %
 953 	 76562  		23.40 %
 954 	 76614  		23.77 %
 955 	 76532  		23.74 %
 956 	 76484  		23.57 %
 957 	 76514  		23.51 %
 958 	 76518  		23.63 %
 959 	 76498  		23.32 %
 960 	 76478  		23.48 %
 961 	 76740  		23.13 %
 962 	 76396  		23.20 %
 963 	 76536  		23.82 %
 964 	 76410  		23.07 %
 965 	 76476  		23.34 %
 966 	 76486  		23.67 %
 967 	 76474  		23.82 %
 968 	 76526  		23.85 %
 969 	 76694  		23.86 %
 970 	 76700  		23.91 %
 971 	 76640  		23.97 %
 972 	 76540  		24.08 %
 973 	 76582  		23.87 %
 974 	 76720  		24.07 %
 975 	 76638  		23.64 %
 976 	 76604  		13.31 %
 977 	 76636  		23.41 %
 978 	 76732  		23.95 %
 979 	 76548  		23.85 %
 980 	 76424  		23.24 %
 981 	 76676  		23.93 %
 982 	 76530  		23.51 %
 983 	 76616  		23.97 %
 984 	 76646  		24.02 %
 985 	 76456  		23.58 %
 986 	 76442  		23.37 %
 987 	 76756  		24.00 %
 988 	 76544  		23.81 %
 989 	 76494  		23.46 %
 990 	 76532  		23.85 %
 991 	 76658  		23.86 %
 992 	 76618  		23.32 %
 993 	 76398  		23.64 %
 994 	 76662  		23.91 %
 995 	 76626  		23.85 %
 996 	 76454  		23.49 %
 997 	 76480  		23.68 %
 998 	 76434  		23.36 %
 999 	 76328  		22.93 %
 1000 	 76576  		23.99 %
